Headline,Comment
Headline 176,FTM and I need help with knowing what to pack in babies diaper bag!! Lol I make 35 weeks Sunday and my Dr told me that’s when I need to start having everything ready but I’m clueless on what to pack help!!
Headline 177,Currently 35w4d— first picture was just 2 days ago and second pic is today. Been feeling so much pressure and now that I look at these pics I think I know why ??What do you guys think?
Headline 178,"Ok so at my 20 week anatomy scan I had complete previa, it lasted for a while. Then by my 29 and 33 week scan it was marginal. Drs doubted it would move enough for vaginal delivery. To be specific, the ultrasound specialist insisted on a c section..."
Headline 179,I’m feeling a lot more empowered watching all the birth videos of mommas embracing the experience! Hopefully they can help ease any anxiety and fear for others too.
Headline 180,do they do an exam when you're in labor to confirm there are no outbreaks? I was planning on laboring at home but now I'm wondering if I should go to the hospital earlier. I take meds daily but if there's any signs of am outbreak I'll need a...
Headline 181,"I’ve had two unmedicated births that went well, this time I will be getting my tubes tied an hour after I give birth and will have to get an epidural for the surgery. My question is should I just go ahead and get the epidural while in labor?..."
Headline 182,"I’m tall and a size 14/16 normally, so plus-ish size links would be a bonus. Haha"
Headline 183,I have tried to research what to pack in diaper bag and my own hospital bag and just end up more confused or feeling like I need to buy a bunch of things I don't have. HELP!
Headline 184,"38 weeks here ?? was told on Tuesday babys head has totally dropped to a 0 station in my pelvis and it definitely feels that way. Pressure, pain and using the bathroom like crazy. I still feel her movements in my ribs and up near..."
Headline 185,If you install only the base of your car seat and get into an accident is the base still considered unsafe or is it only if you have the car seat inside the base?
Headline 186,"This is my third baby and i just feel much further along than I am. Cramping a lot…loose stools…tender nipples and breasts all of a sudden. It’s too early right? First came 4 days early, second baby was a due date baby."
Headline 187,Really needing advice here . Me and my husband have been married a little over a year bt have been together for over 10. We were great !! Lately within the past couple months (idk maybe a little before being pregnant) I’ve noticed these changes....
Headline 188,"Definitely cramping, but no contractions"
Headline 189,I’m nervous my cervix will be like a cinder block and then i’ll have to have a c section- anyone respond well to the drugs - any tips or tricks lol/ FTM obviously
Headline 190,"Hello ladies,My baby is measuring small at 35.2 weeks. Any recommendations how to help her grow this last month? She’s weighing about 4lb13oz !"
Headline 191,This is my second baby. He has been measuring above the percentiles all my pregnancy. Last scan was 32 weeks pregnant and the MFM didn’t give me another appointment because the baby was growing fine.Last week the OB’s nurse said my fundal height...
Headline 192,First time mom here … (36 weeks along) so my baby up until Monday was a kickboxing legend but since then it seems her movements are so much more subtle. I have done movement counts and she is moving around more than the 10x within an hour but...
Headline 193,Is it safe to start or trying doing natural induced at home during 36 weeks?
Headline 194,FTM mom here due May 20th! I was just curious if any other mama’s plan on sending out some “rules” prior to having visitors at the hospital. I came up with a text I’m planning to send out to family once I’m in labor and thought others could...
Headline 195,38 weeks and 3 days. Just lost my mucus plug and feel insanely tired. First pregnancy I lost it and went into labor 3 days later. Anyone else?? I don’t want to get my hopes up but we’ll see if I start feeling contractions ….similar experiences...
Headline 196,Hit 36W today and have been greeted with lightening crotch! Truly will stop you in ya tracks. Hopefully this means lil guy is making his way down
Headline 197,For those of you that have breastfed before and also aren’t worried about “exposing” yourself in public.Do you ever get those people who are like “can you cover up? Can you go somewhere else? That’s gross”?Like is this actually a thing or does...
Headline 198,We currently have the Hello Baby HB50 model and actually really enjoyed it but it decided to bite the dust (I think the charging port is worn out- tried replacing the charger and didn't work- lasted about 1.5 years). We were going to buy a second...
Headline 199,Has anyone had sex before the 6 week check up without issues? Our anniversary will be around my 5 week mark. Just wondering if it’s necessary to wait the full 6 weeks before trying
Headline 200,Does anyone have any advice or experience. Fluid has been fine up until this point including an ultra sound at 32 weeks. Fluid was low at 36 weeks and they have me coming back to recheck I in a week. I started reading up on it and am worried....
Headline 201,Wish me luck! 3.5cm dilated and he's 50% effaced at 38w4d?? just did a membrane sweep at my appointment and I'm hopeful he'll be here soon!
Headline 202,I know a lot say early contractions feel like period cramps and some back aching. I feel cramping sometimes just laying here but I think some of it is a result of him moving around. Is that considered a contraction or just a painful consequence...
Headline 203,I’m having painful contractions that wrap around my back and progressed from 1 to 3 cm but because I didn’t hit 4cm after an hour walk they sent me home! These are clear signs I’m in labor and I’m in so much pain with pressure but they sent...
